Scenario,Period,Processor,Scope,Biodiesel Input,Biodiesel Output,Bioethanol Input,Bioethanol Output,Biofuel Input,Biofuel Output,BlueWater Input,BlueWaterIn Input,BlueWaterOut Output,CropProduction Input,CropProduction Output,Diesel Input,Elec Input,Fertilizer Input,FertilizerK2O Input,FertilizerN Input,FertilizerP2O5 Input,GreenWater Input,HA Input,Heat Input,LU Input,Maize Input,Maize Output,PalmFruit Input,PalmFruit Output,RapeSeed Input,RapeSeed Output,SoyBean Input,SoyBean Output,SugarBeet Input,SugarBeet Output,SugarCane Input,SugarCane Output,Wheat Input,Wheat Output
Scenario1,2011,Society,Internal,6750.0,25000.0,9600.0,32000.0,16350.0,57000.0,259937.425,,,198902.995,198902.995,644543.984,6431308.076,1377183.468,203062.551,995289.636,178831.28,24098339.655,113779.23,155786139.311,6741.136,15022.08,15022.08,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,70656.0,70656.0,69120.0,69120.0,8704.0,8704.0
Scenario1,2011,Society.Biodiesel,Internal,,25000.0,,,,25000.0,0.0,,,35400.915,35400.915,93468.689,1479632.428,827268.716,105608.772,633652.633,88007.31,10606550.902,48705.523,17508251.311,3520.292,,,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops,Internal,,25000.0,,,,25000.0,0.0,,,35400.915,35400.915,93468.689,1479632.428,827268.716,105608.772,633652.633,88007.31,10606550.902,48705.523,17508251.311,3520.292,,,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalPalmOil,Internal,,1500.0,,,,1500.0,,,,1430.67,1430.67,,15642.0,,,,,,420.0,323302.8,,,,1430.67,1430.67,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilCrop,Internal,,,,,,,,,,,1430.67,,,,,,,,,,,,,,1430.67,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Internal,,300.0,,,,300.0,,4391.848,2314.41,1430.67,,,15642.0,,,,,,420.0,323302.8,,,,1430.67,,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed,Internal,,1500.0,,,,1500.0,0.0,,,2421.046,2421.046,18693.738,180918.0,165453.743,21121.754,126730.527,17601.462,2121310.18,8936.105,1120878.0,704.058,,,,,2421.046,2421.046,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,2421.046,18693.738,,165453.743,21121.754,126730.527,17601.462,2121310.18,8306.105,,704.058,,,,,,2421.046,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Internal,,900.0,,,,900.0,,381.257,178.36,2421.046,,,180918.0,,,,,,630.0,1120878.0,,,,,,2421.046,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalSoyBean,Internal,,5000.0,,,,5000.0,,,,7410.714,7410.714,,209160.971,,,,,,1050.0,4330474.125,,,,,,,,7410.714,7410.714,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,Internal,,,,,,,,,,,7410.714,,,,,,,,,,,,,,,,,,7410.714,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Internal,,1500.0,,,,1500.0,,724.526,478.083,7410.714,,,209160.971,,,,,,1050.0,4330474.125,,,,,,,,7410.714,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.PalmOil,Internal,,3500.0,,,,3500.0,,,,3338.23,3338.23,,36498.0,,,,,,980.0,754373.2,,,,3338.23,3338.23,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,Internal,,,,,,,,,,,3338.23,,,,,,,,,,,,,,3338.23,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Internal,,700.0,,,,700.0,,10247.645,5400.29,3338.23,,,36498.0,,,,,,980.0,754373.2,,,,3338.23,,,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.RapeSeed,Internal,,6000.0,,,,6000.0,0.0,,,9684.184,9684.184,74774.951,723672.0,661814.973,84487.018,506922.107,70405.848,8485240.722,35744.419,4483512.0,2816.234,,,,,9684.184,9684.184,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,9684.184,74774.951,,661814.973,84487.018,506922.107,70405.848,8485240.722,33224.419,,2816.234,,,,,,9684.184,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Internal,,3600.0,,,,3600.0,,1525.028,713.441,9684.184,,,723672.0,,,,,,2520.0,4483512.0,,,,,,9684.184,,,,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.SoyBean,Internal,,7500.0,,,,7500.0,,,,11116.071,11116.071,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,11116.071,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,Internal,,,,,,,,,,,11116.071,,,,,,,,,,,,,,,,,,11116.071,,,,,,
Scenario1,2011,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Internal,,2250.0,,,,2250.0,,1086.789,717.124,11116.071,,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,,,,,,,
Scenario1,2011,Society.Bioethanol,Internal,,,,32000.0,,32000.0,259937.425,,,163502.08,163502.08,551075.296,4951675.648,549914.752,97453.779,361637.003,90823.97,13491788.752,65073.707,138277888.0,3220.843,15022.08,15022.08,,,,,,,70656.0,70656.0,69120.0,69120.0,8704.0,8704.0
Scenario1,2011,Society.Bioethanol.Cereals,Internal,,,,6400.0,,6400.0,244427.785,,,23726.08,23726.08,465552.238,2953265.459,348258.548,35541.786,266115.643,46601.118,9621775.642,36026.46,104636416.0,2336.386,15022.08,15022.08,,,,,,,,,,,8704.0,8704.0
Scenario1,2011,Society.Bioethanol.Cereals.ExternalMaize,Internal,,,,3584.0,,3584.0,171099.45,,,10515.456,10515.456,254433.678,1312841.457,80130.75,17049.096,37508.011,25573.644,3623143.738,13571.825,46971187.2,852.455,10515.456,10515.456,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.ExternalMaize.MaizeCrop,Internal,,,,,,,171099.45,,,,10515.456,254433.678,,80130.75,17049.096,37508.011,25573.644,3623143.738,11313.905,,852.455,,10515.456,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.ExternalMaize.MaizeProcessing,Internal,,,,3225.6,,3225.6,,28030.464,8999.424,10515.456,,,1312841.457,,,,,,2257.92,46971187.2,,10515.456,,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.ExternalWheat,Internal,,,,1024.0,,1024.0,0.0,,,6963.2,6963.2,81660.444,862222.131,187028.839,8948.748,170026.217,8053.873,3556684.814,13310.51,30027776.0,894.875,,,,,,,,,,,,,6963.2,6963.2
Scenario1,2011,Society.Bioethanol.Cereals.ExternalWheat.WheatCrop,Internal,,,,,,,0.0,,,,6963.2,81660.444,,187028.839,8948.748,170026.217,8053.873,3556684.814,11876.91,,894.875,,,,,,,,,,,,,,6963.2
Scenario1,2011,Society.Bioethanol.Cereals.ExternalWheat.WheatProcessing,Internal,,,,2048.0,,2048.0,,8986.624,8888.32,6963.2,,,862222.131,,,,,,1433.6,30027776.0,,,,,,,,,,,,,,6963.2,
Scenario1,2011,Society.Bioethanol.Cereals.Maize,Internal,,,,1536.0,,1536.0,73328.336,,,4506.624,4506.624,109043.005,562646.339,34341.75,7306.755,16074.862,10960.133,1552775.888,5816.497,20130508.8,365.338,4506.624,4506.624,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.Maize.MaizeCrop,Internal,,,,,,,73328.336,,,,4506.624,109043.005,,34341.75,7306.755,16074.862,10960.133,1552775.888,4848.817,,365.338,,4506.624,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.Maize.MaizeProcessing,Internal,,,,1382.4,,1382.4,,12013.056,3856.896,4506.624,,,562646.339,,,,,,967.68,20130508.8,,4506.624,,,,,,,,,,,,,
Scenario1,2011,Society.Bioethanol.Cereals.Wheat,Internal,,,,256.0,,256.0,0.0,,,1740.8,1740.8,20415.111,215555.533,46757.21,2237.187,42506.554,2013.468,889171.203,3327.628,7506944.0,223.719,,,,,,,,,,,,,1740.8,1740.8
Scenario1,2011,Society.Bioethanol.Cereals.Wheat.WheatCrop,Internal,,,,,,,0.0,,,,1740.8,20415.111,,46757.21,2237.187,42506.554,2013.468,889171.203,2969.228,,223.719,,,,,,,,,,,,,,1740.8
Scenario1,2011,Society.Bioethanol.Cereals.Wheat.WheatProcessing,Internal,,,,512.0,,512.0,,2246.656,2222.08,1740.8,,,215555.533,,,,,,358.4,7506944.0,,,,,,,,,,,,,,1740.8,
Scenario1,2011,Society.Bioethanol.SugarCrops,Internal,,,,25600.0,,25600.0,15509.64,,,139776.0,139776.0,85523.058,1998410.189,201656.204,61911.992,95521.36,44222.852,3870013.11,29047.247,33641472.0,884.457,,,,,,,,,70656.0,70656.0,69120.0,69120.0,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,42761.529,669717.197,100828.102,30955.996,47760.68,22111.426,1935006.555,12910.824,15525888.0,442.229,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,42761.529,,100828.102,30955.996,47760.68,22111.426,1935006.555,10760.424,,442.229,,,,,,,,,,35328.0,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarCane,Internal,,,,9216.0,,9216.0,,,,41472.0,41472.0,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,41472.0,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneCrop,Internal,,,,,,,,,,,41472.0,,,,,,,,,,,,,,,,,,,,,,41472.0,,
Scenario1,2011,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneProcessing,Internal,,,,2764.8,,2764.8,,85985.28,58613.76,41472.0,,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,42761.529,669717.197,100828.102,30955.996,47760.68,22111.426,1935006.555,12910.824,15525888.0,442.229,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,42761.529,,100828.102,30955.996,47760.68,22111.426,1935006.555,10760.424,,442.229,,,,,,,,,,35328.0,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarCane,Internal,,,,6144.0,,6144.0,,,,27648.0,27648.0,,263590.318,,,,,,1290.24,1035878.4,,,,,,,,,,,,27648.0,27648.0,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarCane.SugarCaneCrop,Internal,,,,,,,,,,,27648.0,,,,,,,,,,,,,,,,,,,,,,27648.0,,
Scenario1,2011,Society.Bioethanol.SugarCrops.SugarCane.SugarCaneProcessing,Internal,,,,1843.2,,1843.2,,57323.52,39075.84,27648.0,,,263590.318,,,,,,1290.24,1035878.4,,,,,,,,,,,,27648.0,,,
Scenario1,2011,Society.CommerceExports,Internal,18250.0,,22400.0,,40650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario1,2012,Society,Internal,6750.0,25000.0,9600.0,32000.0,16350.0,57000.0,259937.425,,,198902.995,198902.995,1914011.55,6431308.076,1338987.593,200082.659,962666.066,176238.868,24098339.655,111227.737,155786139.311,6566.711,15022.08,15022.08,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,70656.0,70656.0,69120.0,69120.0,8704.0,8704.0
Scenario1,2012,Society.Biodiesel,Internal,,25000.0,,,,25000.0,0.0,,,35400.915,35400.915,14896.86,1479632.428,810233.248,103434.032,620604.19,86195.026,10606550.902,47680.305,17508251.311,3447.801,,,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops,Internal,,25000.0,,,,25000.0,0.0,,,35400.915,35400.915,14896.86,1479632.428,810233.248,103434.032,620604.19,86195.026,10606550.902,47680.305,17508251.311,3447.801,,,4768.9,4768.9,12105.23,12105.23,18526.786,18526.786,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalPalmOil,Internal,,1500.0,,,,1500.0,,,,1430.67,1430.67,,15642.0,,,,,,420.0,323302.8,,,,1430.67,1430.67,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilCrop,Internal,,,,,,,,,,,1430.67,,,,,,,,,,,,,,1430.67,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Internal,,300.0,,,,300.0,,4391.848,2314.41,1430.67,,,15642.0,,,,,,420.0,323302.8,,,,1430.67,,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalRapeSeed,Internal,,1500.0,,,,1500.0,0.0,,,2421.046,2421.046,2979.372,180918.0,162046.65,20686.806,124120.838,17239.005,2121310.18,8731.061,1120878.0,689.56,,,,,2421.046,2421.046,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,2421.046,2979.372,,162046.65,20686.806,124120.838,17239.005,2121310.18,8101.061,,689.56,,,,,,2421.046,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Internal,,900.0,,,,900.0,,381.257,178.36,2421.046,,,180918.0,,,,,,630.0,1120878.0,,,,,,2421.046,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalSoyBean,Internal,,5000.0,,,,5000.0,,,,7410.714,7410.714,,209160.971,,,,,,1050.0,4330474.125,,,,,,,,7410.714,7410.714,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,Internal,,,,,,,,,,,7410.714,,,,,,,,,,,,,,,,,,7410.714,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Internal,,1500.0,,,,1500.0,,724.526,478.083,7410.714,,,209160.971,,,,,,1050.0,4330474.125,,,,,,,,7410.714,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.PalmOil,Internal,,3500.0,,,,3500.0,,,,3338.23,3338.23,,36498.0,,,,,,980.0,754373.2,,,,3338.23,3338.23,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,Internal,,,,,,,,,,,3338.23,,,,,,,,,,,,,,3338.23,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Internal,,700.0,,,,700.0,,10247.645,5400.29,3338.23,,,36498.0,,,,,,980.0,754373.2,,,,3338.23,,,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.RapeSeed,Internal,,6000.0,,,,6000.0,0.0,,,9684.184,9684.184,11917.488,723672.0,648186.598,82747.225,496483.352,68956.021,8485240.722,34924.244,4483512.0,2758.241,,,,,9684.184,9684.184,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,9684.184,11917.488,,648186.598,82747.225,496483.352,68956.021,8485240.722,32404.244,,2758.241,,,,,,9684.184,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Internal,,3600.0,,,,3600.0,,1525.028,713.441,9684.184,,,723672.0,,,,,,2520.0,4483512.0,,,,,,9684.184,,,,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.SoyBean,Internal,,7500.0,,,,7500.0,,,,11116.071,11116.071,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,11116.071,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,Internal,,,,,,,,,,,11116.071,,,,,,,,,,,,,,,,,,11116.071,,,,,,
Scenario1,2012,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Internal,,2250.0,,,,2250.0,,1086.789,717.124,11116.071,,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,,,,,,,
Scenario1,2012,Society.Bioethanol,Internal,,,,32000.0,,32000.0,259937.425,,,163502.08,163502.08,1899114.691,4951675.648,528754.345,96648.627,342061.876,90043.842,13491788.752,63547.433,138277888.0,3118.91,15022.08,15022.08,,,,,,,70656.0,70656.0,69120.0,69120.0,8704.0,8704.0
Scenario1,2012,Society.Bioethanol.Cereals,Internal,,,,6400.0,,6400.0,244427.785,,,23726.08,23726.08,224715.552,2953265.459,326259.889,34479.276,246143.449,45637.163,9621775.642,34501.048,104636416.0,2230.776,15022.08,15022.08,,,,,,,,,,,8704.0,8704.0
Scenario1,2012,Society.Bioethanol.Cereals.ExternalMaize,Internal,,,,3584.0,,3584.0,171099.45,,,10515.456,10515.456,111747.056,1312841.457,80088.548,17040.117,37488.257,25560.175,3623143.738,13518.605,46971187.2,852.006,10515.456,10515.456,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.ExternalMaize.MaizeCrop,Internal,,,,,,,171099.45,,,,10515.456,111747.056,,80088.548,17040.117,37488.257,25560.175,3623143.738,11260.685,,852.006,,10515.456,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.ExternalMaize.MaizeProcessing,Internal,,,,3225.6,,3225.6,,28030.464,8999.424,10515.456,,,1312841.457,,,,,,2257.92,46971187.2,,10515.456,,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.ExternalWheat,Internal,,,,1024.0,,1024.0,0.0,,,6963.2,6963.2,52061.52,862222.131,169478.141,8109.002,154071.038,7298.102,3556684.814,12151.005,30027776.0,810.9,,,,,,,,,,,,,6963.2,6963.2
Scenario1,2012,Society.Bioethanol.Cereals.ExternalWheat.WheatCrop,Internal,,,,,,,0.0,,,,6963.2,52061.52,,169478.141,8109.002,154071.038,7298.102,3556684.814,10717.405,,810.9,,,,,,,,,,,,,,6963.2
Scenario1,2012,Society.Bioethanol.Cereals.ExternalWheat.WheatProcessing,Internal,,,,2048.0,,2048.0,,8986.624,8888.32,6963.2,,,862222.131,,,,,,1433.6,30027776.0,,,,,,,,,,,,,,6963.2,
Scenario1,2012,Society.Bioethanol.Cereals.Maize,Internal,,,,1536.0,,1536.0,73328.336,,,4506.624,4506.624,47891.596,562646.339,34323.664,7302.907,16066.396,10954.361,1552775.888,5793.688,20130508.8,365.145,4506.624,4506.624,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.Maize.MaizeCrop,Internal,,,,,,,73328.336,,,,4506.624,47891.596,,34323.664,7302.907,16066.396,10954.361,1552775.888,4826.008,,365.145,,4506.624,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.Maize.MaizeProcessing,Internal,,,,1382.4,,1382.4,,12013.056,3856.896,4506.624,,,562646.339,,,,,,967.68,20130508.8,,4506.624,,,,,,,,,,,,,
Scenario1,2012,Society.Bioethanol.Cereals.Wheat,Internal,,,,256.0,,256.0,0.0,,,1740.8,1740.8,13015.38,215555.533,42369.535,2027.25,38517.759,1824.525,889171.203,3037.751,7506944.0,202.725,,,,,,,,,,,,,1740.8,1740.8
Scenario1,2012,Society.Bioethanol.Cereals.Wheat.WheatCrop,Internal,,,,,,,0.0,,,,1740.8,13015.38,,42369.535,2027.25,38517.759,1824.525,889171.203,2679.351,,202.725,,,,,,,,,,,,,,1740.8
Scenario1,2012,Society.Bioethanol.Cereals.Wheat.WheatProcessing,Internal,,,,512.0,,512.0,,2246.656,2222.08,1740.8,,,215555.533,,,,,,358.4,7506944.0,,,,,,,,,,,,,,1740.8,
Scenario1,2012,Society.Bioethanol.SugarCrops,Internal,,,,25600.0,,25600.0,15509.64,,,139776.0,139776.0,1674399.139,1998410.189,202494.457,62169.351,95918.427,44406.679,3870013.11,29046.384,33641472.0,888.134,,,,,,,,,70656.0,70656.0,69120.0,69120.0,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,837199.569,669717.197,101247.228,31084.675,47959.213,22203.34,1935006.555,12910.392,15525888.0,444.067,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,837199.569,,101247.228,31084.675,47959.213,22203.34,1935006.555,10759.992,,444.067,,,,,,,,,,35328.0,,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarCane,Internal,,,,9216.0,,9216.0,,,,41472.0,41472.0,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,41472.0,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneCrop,Internal,,,,,,,,,,,41472.0,,,,,,,,,,,,,,,,,,,,,,41472.0,,
Scenario1,2012,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneProcessing,Internal,,,,2764.8,,2764.8,,85985.28,58613.76,41472.0,,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.SugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,837199.569,669717.197,101247.228,31084.675,47959.213,22203.34,1935006.555,12910.392,15525888.0,444.067,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,837199.569,,101247.228,31084.675,47959.213,22203.34,1935006.555,10759.992,,444.067,,,,,,,,,,35328.0,,,,
Scenario1,2012,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
